"experiment_id","video_id","model_name","technique_name","rag_enabled","pred_name_original","pred_name_en","is_hallucinated"
"2263","11","Gemma-SEA-LION v4 4B","few-shot","0","telur","egg","0"
"2263","11","Gemma-SEA-LION v4 4B","few-shot","0","fresh milk","fresh milk","0"
"2263","11","Gemma-SEA-LION v4 4B","few-shot","0","air","water","0"
"2263","11","Gemma-SEA-LION v4 4B","few-shot","0","minyak masak","cooking oil","0"
"2263","11","Gemma-SEA-LION v4 4B","few-shot","0","garam","salt","0"
"2263","11","Gemma-SEA-LION v4 4B","few-shot","0","food colour","food color","0"
"2263","11","Gemma-SEA-LION v4 4B","few-shot","0","durian","durian","0"
"2263","11","Gemma-SEA-LION v4 4B","few-shot","0","non-dairy cream","non-dairy cream","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","tepung gandum","wheat flour","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","tepung ubi kayu","cassava flour","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","tepung jagung","corn flour","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","telur","eggs","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","fresh milk","fresh milk","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","air","water","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","minyak masak","cooking oil","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","garam","salt","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","food colour","food color","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","durian","durian","0"
"2264","11","Gemma-SEA-LION v4 4B","chain-of-thought","0","non-dairy cream","non-dairy cream","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","tepung gandum","wheat flour","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","tepung ubi kayu","cassava flour","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","tepung jagung","corn flour","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","telur","egg","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","fresh milk","fresh milk","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","air","water","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","minyak masak","cooking oil","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","garam","salt","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","food colour","food color","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","durian","durian","0"
"2265","11","Gemma-SEA-LION v4 4B","structured-output","0","non-dairy cream","non-dairy cream","0"
"2266","11","MedGemma 4B","zero-shot","0","tepung gandum","wheat flour","0"
"2266","11","MedGemma 4B","zero-shot","0","tepung ubi kayu","cassava flour","0"
"2266","11","MedGemma 4B","zero-shot","0","tepung jagung","corn flour","0"
"2266","11","MedGemma 4B","zero-shot","0","telur","eggs","0"
"2266","11","MedGemma 4B","zero-shot","0","fresh milk","fresh milk","0"
"2266","11","MedGemma 4B","zero-shot","0","air","water","0"
"2266","11","MedGemma 4B","zero-shot","0","minyak masak garam sikit","salt oil","0"
"2266","11","MedGemma 4B","zero-shot","0","food colour warna kuning","yellow food color","0"
"2266","11","MedGemma 4B","zero-shot","0","durian","durian","0"
"2266","11","MedGemma 4B","zero-shot","0","non-dairy cream","non-dairy cream","0"
"2267","11","MedGemma 4B","few-shot","0","tepung gandum","wheat flour","0"
"2267","11","MedGemma 4B","few-shot","0","tepung ubi kayu","cassava flour","0"
"2267","11","MedGemma 4B","few-shot","0","tepung jagung","corn flour","0"
"2267","11","MedGemma 4B","few-shot","0","telur","egg","0"
"2267","11","MedGemma 4B","few-shot","0","fresh milk","fresh milk","0"
"2267","11","MedGemma 4B","few-shot","0","air","water","0"
"2267","11","MedGemma 4B","few-shot","0","minyak masak garam","cooking oil salt","0"
"2267","11","MedGemma 4B","few-shot","0","food colour warna kuning","yellow food coloring","0"
"2267","11","MedGemma 4B","few-shot","0","durian","durian","0"
"2268","11","MedGemma 4B","chain-of-thought","0","tepung gandum","wheat flour","0"
"2268","11","MedGemma 4B","chain-of-thought","0","tepung ubi kayu","cassava flour","0"
"2268","11","MedGemma 4B","chain-of-thought","0","tepung jagung","corn flour","0"
"2268","11","MedGemma 4B","chain-of-thought","0","telur","eggs","0"
"2268","11","MedGemma 4B","chain-of-thought","0","fresh milk","fresh milk","0"
"2268","11","MedGemma 4B","chain-of-thought","0","air","water","0"
"2268","11","MedGemma 4B","chain-of-thought","0","minyak masak garam","cooking oil","0"
"2268","11","MedGemma 4B","chain-of-thought","0","food colour warna kuning","yellow food coloring","0"
"2268","11","MedGemma 4B","chain-of-thought","0","durian","Durian","0"
"2269","11","MedGemma 4B","structured-output","0","tepung gandum","wheat flour","0"
"2269","11","MedGemma 4B","structured-output","0","tepung ubi kayu","cassava flour","0"
"2269","11","MedGemma 4B","structured-output","0","tepung jagung","corn flour","0"
"2269","11","MedGemma 4B","structured-output","0","telur","egg","0"
"2269","11","MedGemma 4B","structured-output","0","fresh milk","fresh milk","0"
"2269","11","MedGemma 4B","structured-output","0","air","water","0"
"2269","11","MedGemma 4B","structured-output","0","minyak masak garam","cooking oil salt","0"
"2269","11","MedGemma 4B","structured-output","0","food colour warna kuning","yellow food color","0"
"2270","12","Llama 3.2 3B Instruct","zero-shot","0","bawang besar",NULL,"0"
"2270","12","Llama 3.2 3B Instruct","zero-shot","0","daun pandan",NULL,"0"
"2270","12","Llama 3.2 3B Instruct","zero-shot","0","gula melaka",NULL,"0"
"2270","12","Llama 3.2 3B Instruct","zero-shot","0","santan",NULL,"0"
"2270","12","Llama 3.2 3B Instruct","zero-shot","0","durian musang king",NULL,"0"
"2271","12","Llama 3.2 3B Instruct","few-shot","0","musang king",NULL,"0"
"2271","12","Llama 3.2 3B Instruct","few-shot","0","gula melaka",NULL,"0"
"2271","12","Llama 3.2 3B Instruct","few-shot","0","santan",NULL,"0"
"2272","12","Llama 3.2 3B Instruct","chain-of-thought","0","air",NULL,"0"
"2272","12","Llama 3.2 3B Instruct","chain-of-thought","0","daun pandan",NULL,"0"
"2272","12","Llama 3.2 3B Instruct","chain-of-thought","0","gula melaka",NULL,"0"
"2272","12","Llama 3.2 3B Instruct","chain-of-thought","0","santan",NULL,"0"
"2272","12","Llama 3.2 3B Instruct","chain-of-thought","0","durian musang king",NULL,"0"
"2273","12","Llama 3.2 3B Instruct","structured-output","0","air",NULL,"0"
"2273","12","Llama 3.2 3B Instruct","structured-output","0","daun pandan",NULL,"0"
"2273","12","Llama 3.2 3B Instruct","structured-output","0","gula melaka",NULL,"0"
"2273","12","Llama 3.2 3B Instruct","structured-output","0","santan",NULL,"0"
"2273","12","Llama 3.2 3B Instruct","structured-output","0","musang king",NULL,"0"
"2274","12","Phi-4-mini 3.8B Instruct","zero-shot","0","keladi",NULL,"0"
"2274","12","Phi-4-mini 3.8B Instruct","zero-shot","0","panah danuk",NULL,"0"
"2274","12","Phi-4-mini 3.8B Instruct","zero-shot","0","cili",NULL,"0"
"2274","12","Phi-4-mini 3.8B Instruct","zero-shot","0","keladi (pertahanan durian)",NULL,"0"
"2275","12","Phi-4-mini 3.8B Instruct","few-shot","0","santan",NULL,"0"
"2275","12","Phi-4-mini 3.8B Instruct","few-shot","0","cinta kelapa",NULL,"0"
"2275","12","Phi-4-mini 3.8B Instruct","few-shot","0","durian",NULL,"0"
"2276","12","Phi-4-mini 3.8B Instruct","chain-of-thought","0","air",NULL,"0"
"2276","12","Phi-4-mini 3.8B Instruct","chain-of-thought","0","daun pandan",NULL,"0"
"2276","12","Phi-4-mini 3.8B Instruct","chain-of-thought","0","ketul kecil gula melaka",NULL,"0"
"2276","12","Phi-4-mini 3.8B Instruct","chain-of-thought","0","santan kecil",NULL,"0"
"2277","12","Phi-4-mini 3.8B Instruct","structured-output","0","1 cawan air",NULL,"0"
"2277","12","Phi-4-mini 3.8B Instruct","structured-output","0","3 helai daun pandan",NULL,"0"
"2277","12","Phi-4-mini 3.8B Instruct","structured-output","0","3 ketul kecil gula melaka",NULL,"0"
"2277","12","Phi-4-mini 3.8B Instruct","structured-output","0","Garam secukupnya",NULL,"0"
"2278","12","Qwen 2.5 3B Instruct","zero-shot","0","cawan air",NULL,"0"
"2278","12","Qwen 2.5 3B Instruct","zero-shot","0","daun pandan",NULL,"0"
"2278","12","Qwen 2.5 3B Instruct","zero-shot","0","gula melaka",NULL,"0"
"2278","12","Qwen 2.5 3B Instruct","zero-shot","0","kecil santan",NULL,"0"
"2279","12","Qwen 2.5 3B Instruct","few-shot","0","1 cawan air","water","0"
"2279","12","Qwen 2.5 3B Instruct","few-shot","0","3 helai daun pandan","pandan leaves","0"
"2279","12","Qwen 2.5 3B Instruct","few-shot","0","3 ketul kecil gula melaka","small jackfruit seeds, palm sugar","0"
"2279","12","Qwen 2.5 3B Instruct","few-shot","0","2 kotak kecil santan","small coconut milk cups","0"
"2280","12","Qwen 2.5 3B Instruct","chain-of-thought","0","cawan air","cup of water","0"
"2280","12","Qwen 2.5 3B Instruct","chain-of-thought","0","3 helai daun pandan","3 leaves pandan","0"
"2280","12","Qwen 2.5 3B Instruct","chain-of-thought","0","3 ketul kecil gula melaka","3 small cloves of coconut sugar","0"
"2280","12","Qwen 2.5 3B Instruct","chain-of-thought","0","2 kotak kecil santan","2 small cups of coconut milk","0"
"2281","12","Qwen 2.5 3B Instruct","structured-output","0","cawan air","water","0"
"2281","12","Qwen 2.5 3B Instruct","structured-output","0","daun pandan","leaves of pandan","0"
"2281","12","Qwen 2.5 3B Instruct","structured-output","0","ketul kecil gula melaka","small sugar palm seeds","0"
"2281","12","Qwen 2.5 3B Instruct","structured-output","0","kecil santan","coconut milk, small amount","0"
"2282","12","Gemma-SEA-LION v4 4B","zero-shot","0","air","water","0"
"2282","12","Gemma-SEA-LION v4 4B","zero-shot","0","daun pandan","pandan leaves","0"
"2282","12","Gemma-SEA-LION v4 4B","zero-shot","0","gula melaka","palm sugar","0"
"2282","12","Gemma-SEA-LION v4 4B","zero-shot","0","santan","coconut milk","0"
"2282","12","Gemma-SEA-LION v4 4B","zero-shot","0","durian","durian","0"
"2282","12","Gemma-SEA-LION v4 4B","zero-shot","0","garam","salt","0"
"2283","12","Gemma-SEA-LION v4 4B","few-shot","0","air","water","0"
"2283","12","Gemma-SEA-LION v4 4B","few-shot","0","daun pandan","pandan leaves","0"
"2283","12","Gemma-SEA-LION v4 4B","few-shot","0","gula melaka","palm sugar","0"
"2283","12","Gemma-SEA-LION v4 4B","few-shot","0","santan","coconut milk","0"
"2283","12","Gemma-SEA-LION v4 4B","few-shot","0","durian","durian","0"
"2284","12","Gemma-SEA-LION v4 4B","chain-of-thought","0","air","water","0"
"2284","12","Gemma-SEA-LION v4 4B","chain-of-thought","0","daun pandan","pandan leaves","0"
"2284","12","Gemma-SEA-LION v4 4B","chain-of-thought","0","gula melaka","palm sugar","0"
"2284","12","Gemma-SEA-LION v4 4B","chain-of-thought","0","santan","coconut milk","0"
"2284","12","Gemma-SEA-LION v4 4B","chain-of-thought","0","durian","durian","0"
"2284","12","Gemma-SEA-LION v4 4B","chain-of-thought","0","garam","salt","0"
"2285","12","Gemma-SEA-LION v4 4B","structured-output","0","air","water","0"
"2285","12","Gemma-SEA-LION v4 4B","structured-output","0","daun pandan","pandan leaves","0"
"2285","12","Gemma-SEA-LION v4 4B","structured-output","0","gula melaka","palm sugar","0"
"2285","12","Gemma-SEA-LION v4 4B","structured-output","0","santan","coconut milk","0"
"2285","12","Gemma-SEA-LION v4 4B","structured-output","0","durian","durian","0"
"2286","12","MedGemma 4B","zero-shot","0","air","water","0"
"2286","12","MedGemma 4B","zero-shot","0","daun pandan","pandan leaves","0"
"2286","12","MedGemma 4B","zero-shot","0","gula melaka","palm sugar","0"
"2286","12","MedGemma 4B","zero-shot","0","santan","coconut milk","0"
"2286","12","MedGemma 4B","zero-shot","0","durian","durian","0"
"2287","12","MedGemma 4B","few-shot","0","air",NULL,"0"
"2287","12","MedGemma 4B","few-shot","0","daun pandan",NULL,"0"
"2287","12","MedGemma 4B","few-shot","0","gula melaka",NULL,"0"
"2287","12","MedGemma 4B","few-shot","0","santan",NULL,"0"
"2287","12","MedGemma 4B","few-shot","0","durian",NULL,"0"
"2288","12","MedGemma 4B","chain-of-thought","0","air","water","0"
"2288","12","MedGemma 4B","chain-of-thought","0","daun pandan","pandan leaves","0"
"2288","12","MedGemma 4B","chain-of-thought","0","gula melaka","palm sugar","0"
"2288","12","MedGemma 4B","chain-of-thought","0","santan","coconut milk","0"
"2288","12","MedGemma 4B","chain-of-thought","0","durian","durian","0"
"2289","12","MedGemma 4B","structured-output","0","air","water","0"
"2289","12","MedGemma 4B","structured-output","0","daun pandan","pandan leaves","0"
"2289","12","MedGemma 4B","structured-output","0","gula melaka","palm sugar","0"
"2289","12","MedGemma 4B","structured-output","0","santan","coconut milk","0"
"2289","12","MedGemma 4B","structured-output","0","durian","durian","0"
"2290","13","Llama 3.2 3B Instruct","zero-shot","0","bawang besar","onion","0"
"2290","13","Llama 3.2 3B Instruct","zero-shot","0","cili padi","chilli pepper","0"
"2290","13","Llama 3.2 3B Instruct","zero-shot","0","kacau panjang","long beans","0"
"2290","13","Llama 3.2 3B Instruct","zero-shot","0","bawang holland","garlic","0"
"2291","13","Llama 3.2 3B Instruct","few-shot","0","daging raya haji",NULL,"0"
"2291","13","Llama 3.2 3B Instruct","few-shot","0","lemak sikit",NULL,"0"
"2292","13","Llama 3.2 3B Instruct","chain-of-thought","0","bawang besar","onion","0"
"2292","13","Llama 3.2 3B Instruct","chain-of-thought","0","halia","garlic","0"
"2292","13","Llama 3.2 3B Instruct","chain-of-thought","0","kicap manis","soy sauce","0"
"2292","13","Llama 3.2 3B Instruct","chain-of-thought","0","sos cili","chili sauce","0"
"2292","13","Llama 3.2 3B Instruct","chain-of-thought","0","sos tomato","tomato sauce","0"
"2292","13","Llama 3.2 3B Instruct","chain-of-thought","0","sos tiram","oyster sauce","0"
"2292","13","Llama 3.2 3B Instruct","chain-of-thought","0","garam serbuk perasa","black pepper","0"
"2293","13","Llama 3.2 3B Instruct","structured-output","0","bawang besar",NULL,"0"
"2293","13","Llama 3.2 3B Instruct","structured-output","0","halia",NULL,"0"
"2294","13","Phi-4-mini 3.8B Instruct","zero-shot","0","daging belengas",NULL,"0"
"2294","13","Phi-4-mini 3.8B Instruct","zero-shot","0","daging raya haji",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","daging belengas raya haji",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","lemak sikit",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","bawang putih",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","kicap caramel",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","kicap manis",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","sos cili",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","sos tomato",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","sos tiram",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","garam serbuk perasa",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","air sikit",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","bawang holland",NULL,"0"
"2295","13","Phi-4-mini 3.8B Instruct","few-shot","0","cili padi",NULL,"0"
"2296","13","Phi-4-mini 3.8B Instruct","chain-of-thought","0","daging belengas",NULL,"0"
"2296","13","Phi-4-mini 3.8B Instruct","chain-of-thought","0","bawang besar","onion","0"
"2296","13","Phi-4-mini 3.8B Instruct","chain-of-thought","0","cili padi",NULL,"0"
"2297","13","Phi-4-mini 3.8B Instruct","structured-output","0","daging belengas",NULL,"0"
"2297","13","Phi-4-mini 3.8B Instruct","structured-output","0","daging raya haji",NULL,"0"
"2298","13","Qwen 2.5 3B Instruct","zero-shot","0","daging raya haji",NULL,"0"
"2299","13","Qwen 2.5 3B Instruct","few-shot","0","daging raya haji","beef brisket","0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","daging raya haji",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","lemak",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","bawang putih",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","halia",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","kicap caramel",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","sos cili",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","sos tomato",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","sos tiram",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","garam serbuk perasa",NULL,"0"
"2300","13","Qwen 2.5 3B Instruct","chain-of-thought","0","air",NULL,"0"
"2301","13","Qwen 2.5 3B Instruct","structured-output","0","daging raya haji",NULL,"0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","bawang besar","onion","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","bawang putih","garlic","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","halia","ginger","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","serbuk kunyit","turmeric powder","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","minyak masak","cooking oil","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","kicap caramel","caramel soy sauce","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","kicap manis","sweet soy sauce","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","sos cili","chili sauce","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","sos tiram","soy sauce","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","garam serbuk perasa","powdered salt and seasoning","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","bawang holland","Holland onion","0"
"2302","13","Gemma-SEA-LION v4 4B","zero-shot","0","cili padi","chili pepper","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","daging raya haji","beef","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","serbuk kunyit","turmeric powder","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","minyak masak","cooking oil","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","bawang putih","garlic","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","halia","ginger","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","kicap caramel","dark soy sauce","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","kicap manis","sweet soy sauce","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","sos cili","chili sauce","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","sos tomato","tomato sauce","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","sos tiram","soy sauce","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","bawang holland","shallots","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","cili padi","chili peppers","0"
"2303","13","Gemma-SEA-LION v4 4B","few-shot","0","garam","salt","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","daging belengas","beef chuck","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","bawang putih","garlic","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","halia","ginger","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","serbuk kunyit","turmeric powder","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","minyak masak","cooking oil","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","kicap caramel","dark soy sauce","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","kicap manis","sweet soy sauce","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","sos cili","chili sauce","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","sos tiram","soy sauce","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","bawang holland","shallots","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","cili padi","bird's eye chili","0"
"2304","13","Gemma-SEA-LION v4 4B","chain-of-thought","0","garam","salt","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","bawang besar","onion","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","bawang putih","garlic","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","halia","ginger","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","serbuk kunyit","turmeric powder","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","minyak masak","cooking oil","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","kicap caramel","caramel soy sauce","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","kicap manis","sweet soy sauce","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","sos cili","chili sauce","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","sos tiram","soy sauce","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","garam","salt","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","bawang holland","Holland onion","0"
"2305","13","Gemma-SEA-LION v4 4B","structured-output","0","cili padi","chili pepper","0"
"2306","13","MedGemma 4B","zero-shot","0","bawang putih","garlic","0"
"2306","13","MedGemma 4B","zero-shot","0","halia","ginger","0"
"2306","13","MedGemma 4B","zero-shot","0","serbuk kunyit","turmeric powder","0"
"2306","13","MedGemma 4B","zero-shot","0","minyak masak","cooking oil","0"
"2306","13","MedGemma 4B","zero-shot","0","kicap caramel","ketchup","0"
"2306","13","MedGemma 4B","zero-shot","0","kicap manis","sweet soy sauce","0"
"2306","13","MedGemma 4B","zero-shot","0","sos cili","chili sauce","0"
"2306","13","MedGemma 4B","zero-shot","0","sos tomato","tomato sauce","0"
"2306","13","MedGemma 4B","zero-shot","0","sos tiram","soy sauce","0"
"2306","13","MedGemma 4B","zero-shot","0","bawang holland","onion","0"
"2306","13","MedGemma 4B","zero-shot","0","cili padi","chili peppers","0"
"2307","13","MedGemma 4B","few-shot","0","daging raya haji","beef","0"
"2307","13","MedGemma 4B","few-shot","0","lemak","fat","0"
"2307","13","MedGemma 4B","few-shot","0","serbuk kunyit","turmeric powder","0"
"2307","13","MedGemma 4B","few-shot","0","minyak masak","cooking oil","0"
"2307","13","MedGemma 4B","few-shot","0","bawang putih","garlic","0"
"2307","13","MedGemma 4B","few-shot","0","halia","ginger","0"
"2307","13","MedGemma 4B","few-shot","0","kicap caramel","dark soy sauce","0"
"2307","13","MedGemma 4B","few-shot","0","kicap manis","sweet soy sauce","0"
"2307","13","MedGemma 4B","few-shot","0","sos cili","chili sauce","0"
"2307","13","MedGemma 4B","few-shot","0","sos tomato","tomato sauce","0"
"2307","13","MedGemma 4B","few-shot","0","sos tiram","fish sauce","0"
"2307","13","MedGemma 4B","few-shot","0","garam serbuk perasa","seasoning powder","0"
"2307","13","MedGemma 4B","few-shot","0","bawang holland","onion","0"
"2307","13","MedGemma 4B","few-shot","0","cili padi","chili pepper","0"
"2308","13","MedGemma 4B","chain-of-thought","0","daging raya haji","beef","0"
"2308","13","MedGemma 4B","chain-of-thought","0","lemak","fat","0"
"2308","13","MedGemma 4B","chain-of-thought","0","serbuk kunyit","turmeric powder","0"
"2308","13","MedGemma 4B","chain-of-thought","0","minyak masak","cooking oil","0"
"2308","13","MedGemma 4B","chain-of-thought","0","bawang putih","garlic","0"
"2308","13","MedGemma 4B","chain-of-thought","0","halia","ginger","0"
"2308","13","MedGemma 4B","chain-of-thought","0","kicap caramel","ketchup","0"
"2308","13","MedGemma 4B","chain-of-thought","0","kicap manis","sweet soy sauce","0"
"2308","13","MedGemma 4B","chain-of-thought","0","sos cili","chili sauce","0"
"2308","13","MedGemma 4B","chain-of-thought","0","sos tomato","tomato sauce","0"
"2308","13","MedGemma 4B","chain-of-thought","0","sos tiram","fish sauce","0"
"2308","13","MedGemma 4B","chain-of-thought","0","bawang holland","shallots","0"
"2308","13","MedGemma 4B","chain-of-thought","0","cili padi","chili peppers","0"
"2308","13","MedGemma 4B","chain-of-thought","0","garam serbuk perasa","salt","0"
"2308","13","MedGemma 4B","chain-of-thought","0","air","water","0"
"2309","13","MedGemma 4B","structured-output","0","daging raya haji","beef","0"
"2309","13","MedGemma 4B","structured-output","0","lemak","fat","0"
"2309","13","MedGemma 4B","structured-output","0","serbuk kunyit","turmeric powder","0"
"2309","13","MedGemma 4B","structured-output","0","minyak masak","cooking oil","0"
"2309","13","MedGemma 4B","structured-output","0","bawang putih","garlic","0"
"2309","13","MedGemma 4B","structured-output","0","halia","ginger","0"
"2309","13","MedGemma 4B","structured-output","0","kicap caramel","caramelized sauce","0"
"2309","13","MedGemma 4B","structured-output","0","kicap manis","sweet soy sauce","0"
"2309","13","MedGemma 4B","structured-output","0","sos cili","chili sauce","0"
"2309","13","MedGemma 4B","structured-output","0","sos tomato","tomato sauce","0"
"2309","13","MedGemma 4B","structured-output","0","sos tiram","soy sauce","0"
"2309","13","MedGemma 4B","structured-output","0","bawang holland","onion","0"
"2309","13","MedGemma 4B","structured-output","0","cili padi","chili pepper","0"
"2310","14","Llama 3.2 3B Instruct","zero-shot","0","bawang besar","onion","0"
"2310","14","Llama 3.2 3B Instruct","zero-shot","0","cili padi","chilies","0"
"2310","14","Llama 3.2 3B Instruct","zero-shot","0","kicap","soy sauce","0"
"2310","14","Llama 3.2 3B Instruct","zero-shot","0","dendeng","fried shallots","0"
"2310","14","Llama 3.2 3B Instruct","zero-shot","0","limau","lime","0"
"2311","14","Llama 3.2 3B Instruct","few-shot","0","telur",NULL,"0"
"2311","14","Llama 3.2 3B Instruct","few-shot","0","bawang besar",NULL,"0"
"2312","14","Llama 3.2 3B Instruct","chain-of-thought","0","bawang besar","onion","0"
"2312","14","Llama 3.2 3B Instruct","chain-of-thought","0","dendeng","chicken skin","0"
"2312","14","Llama 3.2 3B Instruct","chain-of-thought","0","cili padi","chili pepper","0"
"2312","14","Llama 3.2 3B Instruct","chain-of-thought","0","kapik","soy sauce","0"
"2312","14","Llama 3.2 3B Instruct","chain-of-thought","0","limau","lime","0"
"2313","14","Llama 3.2 3B Instruct","structured-output","0","bawang besar","onion","0"
"2313","14","Llama 3.2 3B Instruct","structured-output","0","dendeng",NULL,"0"
"2313","14","Llama 3.2 3B Instruct","structured-output","0","hirisan bawang merah",NULL,"0"
"2313","14","Llama 3.2 3B Instruct","structured-output","0","cili padi",NULL,"0"
"2313","14","Llama 3.2 3B Instruct","structured-output","0","kapik",NULL,"0"
"2313","14","Llama 3.2 3B Instruct","structured-output","0","limau",NULL,"0"
"2314","14","Phi-4-mini 3.8B Instruct","zero-shot","0","telur mata kicap",NULL,"0"
"2314","14","Phi-4-mini 3.8B Instruct","zero-shot","0","bawang merah",NULL,"0"
"2314","14","Phi-4-mini 3.8B Instruct","zero-shot","0","cili padi",NULL,"0"
"2315","14","Phi-4-mini 3.8B Instruct","few-shot","0","telur mata kicap",NULL,"0"
"2315","14","Phi-4-mini 3.8B Instruct","few-shot","0","dendeng",NULL,"0"
"2315","14","Phi-4-mini 3.8B Instruct","few-shot","0","bawang merah",NULL,"0"
